number,value,datetime_start,datetime_complete,duration,params_poisson_ratio,params_youngs_modulus,system_attrs_cma:generation,system_attrs_cma:large_n_eval,system_attrs_cma:n_restarts,system_attrs_cma:n_restarts_with_large,system_attrs_cma:optimizer:0,system_attrs_cma:optimizer:1,system_attrs_cma:popsize,system_attrs_cma:poptype,system_attrs_cma:small_n_eval,state
169,8.405702855601824,2024-08-18 01:20:24.896012,2024-08-18 01:20:54.040638,0 days 00:00:29.144626,0.429841364272807,0.17084275166783397,27.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310de55218f11b4fb3f7ed5ba2620ddc0bf947494628c035f706394682f68314b008594683387945294284b014b02859468118943104998b01d2c78cc3f97935373f5ce893f947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310715c49297d3be53f850499afc5a8d13f947494628c065f7369676d6194680b68114308fd319ef19cf4c23f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b1b8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100002f3b0a152efc204067f5e7eb952422407e305a6198b920408474b7db0df92140243fab402bbc2040a813ac8766502140edecea4a994b20400d9e8d51ec302140b8372c8172b21f40e01cebb3b4912240a3d3e71838771f403df1234b5c7c20401ccec92d28211e4006865fc152e02340a091bde914051c40ec5b3b1abe632440e46f60e0ac6f3040a6a481337da8504018a2c7d2c7b82040dc51b6ff7006444068144afe2b142140c4e8397a463b44409ecb7bbf3209224069419e39e5734140a9f167e2418721400f477fc013802f40da6781966c9921400a8f8e2365c83540c98679e1c26f21409e0c73ee16f82a4082d9c9dc1696214000daebb775682540183e6310a32621403bd591509d2623401d118d92982b21404604d97afe082540b40813082a2c21407a9a3847af792440c7a6f80fae0521402e24765e2c632140947494628c055f635f316494682f68314b008594683387945294284b014b03859468118943181add18f3b3f2d63f1aa1af8452d989bf7390cde355bf6e3f9474946275622e,6.0,small,0.0,COMPLETE
170,10.29042220039889,2024-08-18 01:20:54.127029,2024-08-18 01:21:22.963876,0 days 00:00:28.836847,0.42143939548142745,0.18111680088218807,27.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
171,7.1072562545369085,2024-08-18 01:21:23.059643,2024-08-18 01:21:51.208254,0 days 00:00:28.148611,0.4301373931243065,0.17468531240227675,27.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
172,7.457746851960344,2024-08-18 01:21:51.289509,2024-08-18 01:22:18.474871,0 days 00:00:27.185362,0.4265082635583649,0.17341942533017013,27.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
173,6.87134824662532,2024-08-18 01:22:18.563227,2024-08-18 01:22:45.821095,0 days 00:00:27.257868,0.4379361138324779,0.17388161888124798,27.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
174,8.25652029388843,2024-08-18 01:22:45.912650,2024-08-18 01:23:15.144861,0 days 00:00:29.232211,0.4110790756588495,0.17609885308453882,27.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
175,9.038862119183042,2024-08-18 01:23:15.234421,2024-08-18 01:23:44.245562,0 days 00:00:29.011141,0.4210193419755163,0.17181017379206703,28.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310355273fd0fb4f83f57860beee58eb73f947494628c035f706394682f68314b008594683387945294284b014b0285946811894310cdc6e8d68010de3f8f22f48073ba673f947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310e3a6eefd729ee63f8e68096566a5d13f947494628c065f7369676d6194680b68114308a60a71348a5ec43f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b1c8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100002f3b0a152efc204067f5e7eb952422407e305a6198b920408474b7db0df92140243fab402bbc2040a813ac8766502140edecea4a994b20400d9e8d51ec302140b8372c8172b21f40e01cebb3b4912240a3d3e71838771f403df1234b5c7c20401ccec92d28211e4006865fc152e02340a091bde914051c40ec5b3b1abe63244014bbfab6427c1b40be7df937b294244018a2c7d2c7b82040dc51b6ff7006444068144afe2b142140c4e8397a463b44409ecb7bbf3209224069419e39e5734140a9f167e2418721400f477fc013802f40da6781966c9921400a8f8e2365c83540c98679e1c26f21409e0c73ee16f82a4082d9c9dc1696214000daebb775682540183e6310a32621403bd591509d2623401d118d92982b21404604d97afe082540b40813082a2c21407a9a3847af792440c7a6f80fae0521402e24765e2c632140947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318e44426f1f255d63f781f0786da0a82bfd8c1685dcc96653f9474946275622e,6.0,small,0.0,COMPLETE
176,9.943898653271052,2024-08-18 01:23:44.333820,2024-08-18 01:24:11.488152,0 days 00:00:27.154332,0.4243569001487624,0.16990368715482954,28.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
177,6.848967051387346,2024-08-18 01:24:11.574338,2024-08-18 01:24:38.561847,0 days 00:00:26.987509,0.4338028977600355,0.173171692984013,28.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
178,6.936577238491739,2024-08-18 01:24:38.639747,2024-08-18 01:25:06.037332,0 days 00:00:27.397585,0.4341601277083409,0.1741831471122245,28.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
179,6.582815092830874,2024-08-18 01:25:06.104415,2024-08-18 01:25:33.533709,0 days 00:00:27.429294,0.4417353636188511,0.17271702769854663,28.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
180,7.701833817186624,2024-08-18 01:25:33.637206,2024-08-18 01:26:00.933531,0 days 00:00:27.296325,0.43156615241926105,0.1762366242108921,28.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
181,7.7618182439676655,2024-08-18 01:26:01.019134,2024-08-18 01:26:30.421720,0 days 00:00:29.402586,0.4209940847025754,0.17428070064174533,29.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b02859468118943104abfe764e86bf43f646d564cdd29cabf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310db24493a9b43dd3fc88bfc6247e493bf947494628c055f6d65616e94682f68314b008594683387945294284b014b02859468398943109b5ddb4dd4b3e73f841312bae27cd13f947494628c065f7369676d6194680b68114308e9fbcd21f28fc43f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b1d8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100002f3b0a152efc204067f5e7eb952422407e305a6198b920408474b7db0df92140243fab402bbc2040a813ac8766502140edecea4a994b20400d9e8d51ec302140b8372c8172b21f40e01cebb3b4912240a3d3e71838771f403df1234b5c7c20401ccec92d28211e4006865fc152e02340a091bde914051c40ec5b3b1abe63244014bbfab6427c1b40be7df937b2942440944bcd7acd541a4042132daf46e3234068144afe2b142140c4e8397a463b44409ecb7bbf3209224069419e39e5734140a9f167e2418721400f477fc013802f40da6781966c9921400a8f8e2365c83540c98679e1c26f21409e0c73ee16f82a4082d9c9dc1696214000daebb775682540183e6310a32621403bd591509d2623401d118d92982b21404604d97afe082540b40813082a2c21407a9a3847af792440c7a6f80fae0521402e24765e2c632140947494628c055f635f316494682f68314b008594683387945294284b014b0385946811894318e17a04049aa0d43f1f8e04562a6587bf2e4191065028623f9474946275622e,6.0,small,0.0,COMPLETE
182,6.88973816900573,2024-08-18 01:26:30.510268,2024-08-18 01:26:57.598448,0 days 00:00:27.088180,0.4331052683304268,0.1737291212838406,29.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
183,7.046496452792089,2024-08-18 01:26:57.665088,2024-08-18 01:27:26.541648,0 days 00:00:28.876560,0.4323577917209487,0.17457359870440026,29.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
184,8.379917388977693,2024-08-18 01:27:26.623370,2024-08-18 01:27:53.890703,0 days 00:00:27.267333,0.4335362771114942,0.17717543691124726,29.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
185,12.936879426432126,2024-08-18 01:27:53.989598,2024-08-18 01:28:21.201054,0 days 00:00:27.211456,0.45571367973674465,0.17882654077285337,29.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
186,7.4580061776768645,2024-08-18 01:28:21.295121,2024-08-18 01:28:50.406289,0 days 00:00:29.111168,0.45245422214423636,0.1728274042919848,29.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
187,6.857031251389641,2024-08-18 01:28:50.503909,2024-08-18 01:29:19.515094,0 days 00:00:29.011185,0.4424300193940905,0.17343954220509955,30.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310446000fea1fecc3f4a4f4c737fcea13f947494628c035f706394682f68314b008594683387945294284b014b0285946811894310343c7c5b3140c1bfe7eb1b2c3e1f843f947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310afcf91e25682e63f8bde4110049fd13f947494628c065f7369676d6194680b68114308ee4998766ef5bf3f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b1e8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100002f3b0a152efc204067f5e7eb952422407e305a6198b920408474b7db0df92140243fab402bbc2040a813ac8766502140edecea4a994b20400d9e8d51ec302140b8372c8172b21f40e01cebb3b4912240a3d3e71838771f403df1234b5c7c20401ccec92d28211e4006865fc152e02340a091bde914051c40ec5b3b1abe63244014bbfab6427c1b40be7df937b2942440944bcd7acd541a4042132daf46e32340b687c785178f1b4077a401a9aedf29409ecb7bbf3209224069419e39e5734140a9f167e2418721400f477fc013802f40da6781966c9921400a8f8e2365c83540c98679e1c26f21409e0c73ee16f82a4082d9c9dc1696214000daebb775682540183e6310a32621403bd591509d2623401d118d92982b21404604d97afe082540b40813082a2c21407a9a3847af792440c7a6f80fae0521402e24765e2c632140947494628c055f635f316494682f68314b008594683387945294284b014b038594681189431871c6f7fd1de4d13f902fec497f1986bf650ad199abd95c3f9474946275622e,6.0,small,0.0,COMPLETE
188,7.126627738200829,2024-08-18 01:29:19.600161,2024-08-18 01:29:46.743905,0 days 00:00:27.143744,0.4387157072697052,0.1707757519669509,30.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
189,6.509000735830004,2024-08-18 01:29:46.825461,2024-08-18 01:30:13.986733,0 days 00:00:27.161272,0.4478934676476937,0.17182381929344098,30.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
190,7.13329525068697,2024-08-18 01:30:14.064934,2024-08-18 01:30:41.158499,0 days 00:00:27.093565,0.43965968365796415,0.17435192624787213,30.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
191,7.629689931039318,2024-08-18 01:30:41.247253,2024-08-18 01:31:08.397456,0 days 00:00:27.150203,0.42801679161012646,0.17257609213872543,30.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
192,7.42377547647753,2024-08-18 01:31:08.470180,2024-08-18 01:31:37.338007,0 days 00:00:28.867827,0.4353765502621159,0.17536707802525164,30.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
193,7.34032058618997,2024-08-18 01:31:37.419750,2024-08-18 01:32:04.865243,0 days 00:00:27.445493,0.4384288725891311,0.1748942234288271,31.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310c445690cfed1fc3f103e1d63448fb5bf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310b97d8f40cffded3f053847fb3988a2bf947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310abddb2a19c7fe93f283ea1133861d13f947494628c065f7369676d6194680b68114308a78264d1264ac23f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b1f8c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100002f3b0a152efc204067f5e7eb952422407e305a6198b920408474b7db0df92140243fab402bbc2040a813ac8766502140edecea4a994b20400d9e8d51ec302140b8372c8172b21f40e01cebb3b4912240a3d3e71838771f403df1234b5c7c20401ccec92d28211e4006865fc152e02340a091bde914051c40ec5b3b1abe63244014bbfab6427c1b40be7df937b2942440944bcd7acd541a4042132daf46e32340b687c785178f1b4077a401a9aedf2940851e287d37091a40cabcf16fcd841e40a9f167e2418721400f477fc013802f40da6781966c9921400a8f8e2365c83540c98679e1c26f21409e0c73ee16f82a4082d9c9dc1696214000daebb775682540183e6310a32621403bd591509d2623401d118d92982b21404604d97afe082540b40813082a2c21407a9a3847af792440c7a6f80fae0521402e24765e2c632140947494628c055f635f316494682f68314b008594683387945294284b014b038594681189431894ecda71b418da3fbc97b5cc6f0192bfa7d623eed2805c3f9474946275622e,6.0,small,0.0,COMPLETE
194,7.09884309432677,2024-08-18 01:32:04.950904,2024-08-18 01:32:33.998375,0 days 00:00:29.047471,0.4291801140430159,0.1741682281027957,31.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
195,6.8913538838610595,2024-08-18 01:32:34.087044,2024-08-18 01:33:01.552004,0 days 00:00:27.464960,0.4539534808178578,0.1673824891814666,31.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
196,7.44697709125691,2024-08-18 01:33:01.631407,2024-08-18 01:33:28.745907,0 days 00:00:27.114500,0.45867115286290255,0.1712012143468769,31.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
197,7.70439023990121,2024-08-18 01:33:28.813732,2024-08-18 01:33:56.075696,0 days 00:00:27.261964,0.44798146716824366,0.17410254884271437,31.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
198,8.608786884447277,2024-08-18 01:33:56.146838,2024-08-18 01:34:23.328306,0 days 00:00:27.181468,0.42493980833782713,0.17161609523709287,31.0,0.0,0.0,0.0,,,6.0,small,0.0,COMPLETE
199,6.790029092148499,2024-08-18 01:34:23.428948,2024-08-18 01:34:50.753435,0 days 00:00:27.324487,0.4403425109664688,0.17348123346605027,32.0,0.0,0.0,0.0,80049570060000000000008c0a636d6165732e5f636d61948c03434d419493942981947d94288c065f6e5f64696d944b028c085f706f7073697a65944b068c035f6d75944b038c075f6d755f656666948c166e756d70792e5f636f72652e6d756c74696172726179948c067363616c61729493948c056e756d7079948c0564747970659493948c02663894898887945294284b038c013c944e4e4e4affffffff4affffffff4b007494624308b753c6a5983a004094869452948c035f636394680b68114308cf08f6cc59fce33f94869452948c035f633194680b68114308f572bcb3fdd0c33f94869452948c045f636d7594680b68114308031b52bcb49fad3f94869452948c085f635f7369676d6194680b681143089886065d9f8edc3f94869452948c085f645f7369676d6194680b68114308a6a141d7a723f73f94869452948c035f636d944b018c065f6368695f6e94473ff411804baabfb48c085f776569676874739468098c0c5f7265636f6e737472756374949394680c8c076e6461727261799493944b0085944301629487945294284b014b068594680e8c02663894898887945294284b0368124e4e4e4affffffff4affffffff4b007494628943303d81341aa762e43fed14472b6636d23f67a23f812e11b43f94d816a51c54d2bfe3fe9c65897ae8bf916ebfbfe67ef2bf947494628c085f705f7369676d6194682f68314b008594683387945294284b014b0285946811894310f47205f85962ee3ff44862ea8d49f6bf947494628c035f706394682f68314b008594683387945294284b014b0285946811894310242973be4edad63ffff5ab520c20afbf947494628c055f6d65616e94682f68314b008594683387945294284b014b0285946839894310d251d8cf3784e93ffd6dbebc820dd13f947494628c065f7369676d6194680b68114308976be1467d56c43f94869452948c025f44944e8c025f42944e8c075f626f756e647394682f68314b008594683387945294284b014b024b02869468398943200000000000000000000000000000f03f0000000000000000000000000000f03f947494628c115f6e5f6d61785f726573616d706c696e67944b148c025f67944b208c095f6c725f616461707494898c065f616c70686194473ff66666666666668c0a5f626574615f6d65616e94473fb999999999999a8c0b5f626574615f5369676d6194473f9eb851eb851eb88c065f67616d6d6194473fb999999999999a8c065f456d65616e94682f68314b008594683387945294284b014b024b018694683989431000000000000000000000000000000000947494628c075f455369676d6194682f68314b008594683387945294284b014b044b018694683989432000000000000000000000000000000000000000000000000000000,00000000000947494628c065f566d65616e944700000000000000008c075f565369676d61944700000000000000008c095f6574615f6d65616e94473ff00000000000008c0a5f6574615f5369676d6194473ff00000000000008c055f746f6c7894680b6811430816383daccc74473d94869452948c075f746f6c787570944740c38800000000008c075f746f6c66756e94473d719799812dea118c105f746f6c636f6e646974696f6e636f76944742d6bcc41e9000008c0d5f66756e686973745f7465726d944b148c0f5f66756e686973745f76616c75657394682f68314b008594683387945294284b014b28859468398942400100002f3b0a152efc204067f5e7eb952422407e305a6198b920408474b7db0df92140243fab402bbc2040a813ac8766502140edecea4a994b20400d9e8d51ec302140b8372c8172b21f40e01cebb3b4912240a3d3e71838771f403df1234b5c7c20401ccec92d28211e4006865fc152e02340a091bde914051c40ec5b3b1abe63244014bbfab6427c1b40be7df937b2942440944bcd7acd541a4042132daf46e32340b687c785178f1b4077a401a9aedf2940851e287d37091a40cabcf16fcd841e4022629112bf901b409cde1deab2372140da6781966c9921400a8f8e2365c83540c98679e1c26f21409e0c73ee16f82a4082d9c9dc1696214000daebb775682540183e6310a32621403bd591509d2623401d118d92982b21404604d97afe082540b40813082a2c21407a9a3847af792440c7a6f80fae0521402e24765e2c632140947494628c055f635f316494682f68314b008594683387945294284b014b038594681189431838a140ddbc3cd83fc81f2f92ca1d96bf1eab0ce5a216633f9474946275622e,6.0,small,0.0,COMPLETE
